audiopath,speaker_name,text,emotion,sensitivity
M009_sad_level_2_019.txt.wav,M009,It is one of the rare public ventures here on which nearly everyone is agreed.,sad,2
M033_contempt_level_3_005.txt.wav,M033,This was easy for us.,contempt,3
M039_contempt_level_3_025.txt.wav,M039,Withdraw only as much money as you need.,contempt,3
M042_neutral_level_1_034.txt.wav,M042,He ripped down the cellophane carefully and laid three dogs on the tin foil.,neutral,1
M027_fear_level_1_026.txt.wav,M027,His superiors had also preached this saying it was the way for eternal honor.,fear,1
W021_happy_level_1_046.txt.wav,W021,Land based radar would help with this task.,happy,1
M041_contempt_level_2_033.txt.wav,M041,We of the liberal led world got all set for peace and rehabilitation.,contempt,2
M026_fear_level_2_026.txt.wav,M026,His superiors had also preached this saying it was the way for eternal honor.,fear,2
M023_angry_level_3_025.txt.wav,M023,His superiors had also preached this saying it was the way for eternal honor.,angry,3
W038_disgusted_level_1_020.txt.wav,W038,If people were more generous there would be no need for welfare.,disgusted,1
M024_surprised_level_2_010.txt.wav,M024,I took her word for it but is she really going with you.,surprised,2
W014_neutral_level_1_005.txt.wav,W014,The moment of truth is the moment of crisis.,neutral,1
W016_happy_level_2_011.txt.wav,W016,That noise problem grows more annoying each day.,happy,2
W038_neutral_level_1_069.txt.wav,W038,The plaintiff in school desegregation cases.,neutral,1
W035_surprised_level_3_031.txt.wav,W035,Properly used the present book is an excellent instrument of enlightenment.,surprised,3
M030_angry_level_3_010.txt.wav,M030,You're so preoccupied that you've let your faith grow dim.,angry,3
W026_neutral_level_1_076.txt.wav,W026,No price is too high when true love is at stake.,neutral,1
W035_fear_level_1_033.txt.wav,W035,The pulsing glow of a cigarette.,fear,1
W023_sad_level_2_042.txt.wav,W023,One even gave my little dog a biscuit.,sad,2
M040_angry_level_3_007.txt.wav,M040,Who authorized the unlimited expense account.,angry,3
M028_angry_level_1_005.txt.wav,M028,Destroy every file related to my audits.,angry,1
W019_contempt_level_2_001.txt.wav,W019,She had your dark suit in greasy wash water all year.,contempt,2
M027_contempt_level_3_009.txt.wav,M027,His failure to open the store by eight cost him his job.,contempt,3
W033_sad_level_1_042.txt.wav,W033,One even gave my little dog a biscuit.,sad,1
W016_contempt_level_1_030.txt.wav,W016,The revolution now under way in materials handling makes this much easier.,contempt,1
W011_fear_level_3_018.txt.wav,W011,The pulsing glow of a cigarette.,fear,3
W033_angry_level_1_001.txt.wav,W033,She had your dark suit in greasy wash water all year.,angry,1
M042_happy_level_2_022.txt.wav,M042,The oasis was a mirage.,happy,2
W023_sad_level_2_056.txt.wav,W023,No price is too high when true love is at stake.,sad,2
W028_angry_level_2_057.txt.wav,W028,The revolution now under way in materials handling makes this much easier.,angry,2
W019_contempt_level_2_015.txt.wav,W019,No one material is best for all situations.,contempt,2
M028_angry_level_1_011.txt.wav,M028,Cory and Trish played tag with beach balls for hours.,angry,1
W016_contempt_level_1_024.txt.wav,W016,The plaintiff in school desegregation cases.,contempt,1
W033_sad_level_1_056.txt.wav,W033,No price is too high when true love is at stake.,sad,1
W033_angry_level_1_015.txt.wav,W033,Why do we need bigger and better bombs.,angry,1
W037_neutral_level_1_040.txt.wav,W037,Please take this dirty table cloth to the cleaners for me.,neutral,1
M030_angry_level_3_004.txt.wav,M030,Who authorized the unlimited expense account.,angry,3
W026_neutral_level_1_062.txt.wav,W026,One even gave my little dog a biscuit.,neutral,1
M032_happy_level_2_021.txt.wav,M032,Todd placed top priority on getting his bike fixed.,happy,2
M037_happy_level_1_048.txt.wav,M037,His superiors had also preached this saying it was the way for eternal honor.,happy,1
W014_angry_level_3_020.txt.wav,W014,Todd placed top priority on getting his bike fixed.,angry,3
W038_disgusted_level_1_034.txt.wav,W038,Todd placed top priority on getting his bike fixed.,disgusted,1
W026_disgusted_level_2_011.txt.wav,W026,Military personnel are expected to obey government orders.,disgusted,2
M019_sad_level_1_025.txt.wav,M019,The plaintiff in school desegregation cases.,sad,1
M024_surprised_level_2_004.txt.wav,M024,The carpet cleaners shampooed our oriental rug.,surprised,2
W014_neutral_level_1_011.txt.wav,W014,Greg buys fresh milk each weekday morning.,neutral,1
M011_disgusted_level_3_025.txt.wav,M011,No the man was not drunk he wondered how he got tied up with this stranger.,disgusted,3
M003_fear_level_3_019.txt.wav,M003,One looked down on a sea of leaves a breaking wave of flower.,fear,3
M009_sad_level_2_025.txt.wav,M009,The plaintiff in school desegregation cases.,sad,2
M039_neutral_level_1_048.txt.wav,M039,The carpet cleaners shampooed our oriental rug.,neutral,1
W016_happy_level_2_005.txt.wav,W016,The eastern coast is a place for pure pleasure and excitement.,happy,2
M033_contempt_level_3_011.txt.wav,M033,The big dog loved to chew on the old rag doll.,contempt,3
M040_fear_level_1_039.txt.wav,M040,Todd placed top priority on getting his bike fixed.,fear,1
W021_contempt_level_1_018.txt.wav,W021,Let us differentiate a few of these ideas.,contempt,1
M042_neutral_level_1_020.txt.wav,M042,Greg buys fresh milk each weekday morning.,neutral,1
W024_contempt_level_2_009.txt.wav,W024,Only lawyers love millionaires.,contempt,2
M041_fear_level_2_039.txt.wav,M041,Todd placed top priority on getting his bike fixed.,fear,2
W009_disgusted_level_3_025.txt.wav,W009,No the man was not drunk he wondered how he got tied up with this stranger.,disgusted,3
W029_sad_level_3_031.txt.wav,W029,American newspaper reviewers like to call his plays nihilistic.,sad,3
M041_contempt_level_2_027.txt.wav,M041,No one material is best for all situations.,contempt,2
M029_angry_level_3_021.txt.wav,M029,One even gave my little dog a biscuit.,angry,3
M039_disgusted_level_2_001.txt.wav,M039,Please take this dirty table cloth to the cleaners for me.,disgusted,2
M027_disgusted_level_1_024.txt.wav,M027,It was not whatever tale was told by tails.,disgusted,1
M011_sad_level_3_021.txt.wav,M011,Todd placed top priority on getting his bike fixed.,sad,3
M012_contempt_level_2_007.txt.wav,M012,It's illegal to postdate a check.,contempt,2
M026_neutral_level_1_039.txt.wav,M026,No price is too high when true love is at stake.,neutral,1
M041_angry_level_1_023.txt.wav,M041,He will allow a rare lie.,angry,1
W025_surprised_level_1_031.txt.wav,W025,Properly used the present book is an excellent instrument of enlightenment.,surprised,1
M034_contempt_level_1_026.txt.wav,M034,It was not whatever tale was told by tails.,contempt,1
W028_sad_level_1_041.txt.wav,W028,Todd placed top priority on getting his bike fixed.,sad,1
W021_sad_level_1_035.txt.wav,W021,But the ships are very slow now and we don't get so many sailors any more.,sad,1
W014_surprised_level_3_020.txt.wav,W014,He further proposed grants of an unspecified sum for experimental Hospitals.,surprised,3
W021_disgusted_level_2_001.txt.wav,W021,She had your dark suit in greasy wash water all year.,disgusted,2
M007_happy_level_2_011.txt.wav,M007,That noise problem grows more annoying each day.,happy,2
W038_sad_level_2_041.txt.wav,W038,Todd placed top priority on getting his bike fixed.,sad,2
M023_surprised_level_2_014.txt.wav,M023,Please dig my potatoes up before frost.,surprised,2
W033_happy_level_3_057.txt.wav,W033,No price is too high when true love is at stake.,happy,3
M029_fear_level_3_021.txt.wav,M029,Todd placed top priority on getting his bike fixed.,fear,3
W025_fear_level_3_017.txt.wav,W025,The fish began to leap frantically on the surface of the small lake.,fear,3
M027_sad_level_2_011.txt.wav,M027,Before Thursday's exam review every formula.,sad,2
M024_sad_level_3_002.txt.wav,M024,Don't ask me to carry an oily rag like that.,sad,3
W040_disgusted_level_2_051.txt.wav,W040,The revolution now under way in materials handling makes this much easier.,disgusted,2
M013_fear_level_1_029.txt.wav,M013,No price is too high when true love is at stake.,fear,1
M042_fear_level_1_040.txt.wav,M042,One even gave my little dog a biscuit.,fear,1
M042_surprised_level_2_044.txt.wav,M042,I'll have a scoop of that exotic purple and turquoise sherbet.,surprised,2
M005_surprised_level_2_001.txt.wav,M005,She had your dark suit in greasy wash water all year.,surprised,2
W021_angry_level_3_010.txt.wav,W021,Nuclear rockets can destroy airfields with ease.,angry,3
M029_neutral_level_1_004.txt.wav,M029,Bridges tunnels and ferries are the most common methods of river crossings.,neutral,1
W015_angry_level_1_010.txt.wav,W015,You're so preoccupied that you've let your faith grow dim.,angry,1
M030_disgusted_level_3_020.txt.wav,M030,Does society really exist as an entity over and above the agglomeration of men.,disgusted,3
M012_fear_level_2_029.txt.wav,M012,No price is too high when true love is at stake.,fear,2
W038_contempt_level_3_003.txt.wav,W038,Will you tell me why.,contempt,3
W011_contempt_level_3_013.txt.wav,W011,Withdraw only as much money as you need.,contempt,3
M022_angry_level_1_001.txt.wav,M022,She had your dark suit in greasy wash water all year.,angry,1
W014_sad_level_1_016.txt.wav,W014,However the litter remained augmented by several dozen lunchroom suppers.,sad,1
W028_disgusted_level_3_020.txt.wav,W028,If people were more generous there would be no need for welfare.,disgusted,3
M040_disgusted_level_2_035.txt.wav,M040,One even gave my little dog a biscuit.,disgusted,2
M030_sad_level_1_028.txt.wav,M030,No the man was not drunk he wondered how he got tied up with this stranger.,sad,1
M037_fear_level_3_002.txt.wav,M037,Don't ask me to carry an oily rag like that.,fear,3
W025_contempt_level_2_051.txt.wav,W025,No the man was not drunk he wondered how he got tied up with this stranger.,contempt,2
W038_contempt_level_3_017.txt.wav,W038,His failure to open the store by eight cost him his job.,contempt,3
M012_sad_level_2_026.txt.wav,M012,His superiors had also preached this saying it was the way for eternal honor.,sad,2
W011_contempt_level_3_007.txt.wav,W011,It's illegal to postdate a check.,contempt,3
M022_angry_level_1_015.txt.wav,M022,Kindergarten children decorate their classrooms for all holidays.,angry,1
W014_sad_level_1_002.txt.wav,W014,Don't ask me to carry an oily rag like that.,sad,1
W028_disgusted_level_3_034.txt.wav,W028,Todd placed top priority on getting his bike fixed.,disgusted,3
W040_contempt_level_2_001.txt.wav,W040,She had your dark suit in greasy wash water all year.,contempt,2
M037_fear_level_3_016.txt.wav,M037,His shoulder felt as if it were broken.,fear,3
M039_angry_level_2_057.txt.wav,M039,The revolution now under way in materials handling makes this much easier.,angry,2
W023_happy_level_2_021.txt.wav,W023,Project development was proceeding too slowly.,happy,2
M024_sad_level_3_016.txt.wav,M024,However the litter remained augmented by several dozen lunchroom suppers.,sad,3
W019_disgusted_level_1_025.txt.wav,W019,The plaintiff in school desegregation cases.,disgusted,1
M031_fear_level_2_023.txt.wav,M031,I'll have a scoop of that exotic purple and turquoise sherbet.,fear,2
W026_happy_level_1_048.txt.wav,W026,His superiors had also preached this saying it was the way for eternal honor.,happy,1
M005_surprised_level_2_015.txt.wav,M005,Grandmother outgrew her upbringing in petticoats.,surprised,2
M042_fear_level_1_054.txt.wav,M042,No the man was not drunk he wondered how he got tied up with this stranger.,fear,1
M029_neutral_level_1_010.txt.wav,M029,Allow leeway here but rationalize all errors.,neutral,1
W021_angry_level_3_004.txt.wav,W021,Why else would Danny allow others to go.,angry,3
W015_angry_level_1_004.txt.wav,W015,Who authorized the unlimited expense account.,angry,1
M030_fear_level_1_023.txt.wav,M030,This was easy for us.,fear,1
M040_sad_level_3_009.txt.wav,M040,We can die too we can die like real people People never live forever.,sad,3
W021_sad_level_1_021.txt.wav,W021,They enjoy it when I audition.,sad,1
W028_sad_level_1_055.txt.wav,W028,No the man was not drunk he wondered how he got tied up with this stranger.,sad,1
M007_happy_level_2_005.txt.wav,M007,The eastern coast is a place for pure pleasure and excitement.,happy,2
W021_disgusted_level_2_015.txt.wav,W021,Will Robin wear a yellow lily.,disgusted,2
M040_happy_level_1_045.txt.wav,M040,I'll have a scoop of that exotic purple and turquoise sherbet.,happy,1
M031_angry_level_1_020.txt.wav,M031,Todd placed top priority on getting his bike fixed.,angry,1
W038_sad_level_2_055.txt.wav,W038,No the man was not drunk he wondered how he got tied up with this stranger.,sad,2
W040_happy_level_2_003.txt.wav,W040,Will you tell me why.,happy,2
M005_angry_level_3_020.txt.wav,M005,Todd placed top priority on getting his bike fixed.,angry,3
M027_sad_level_2_005.txt.wav,M027,The diagnosis was discouraging however he was not overly worried.,sad,2
W025_fear_level_3_003.txt.wav,W025,Will you tell me why.,fear,3
M027_disgusted_level_1_030.txt.wav,M027,Will you tell me why.,disgusted,1
M012_contempt_level_2_013.txt.wav,M012,Withdraw only as much money as you need.,contempt,2
M031_contempt_level_2_023.txt.wav,M031,Land based radar would help with this task.,contempt,2
W021_sad_level_1_009.txt.wav,W021,We can die too we can die like real people People never live forever.,sad,1
M037_neutral_level_1_027.txt.wav,M037,As such it was beyond politics and had no need of justification by a message.,neutral,1
W028_surprised_level_2_037.txt.wav,W028,But this doesn't detract from its merit as an interesting if not great film.,surprised,2
M040_surprised_level_3_022.txt.wav,M040,I'd ride the subway but I haven't enough change.,surprised,3
M019_happy_level_2_006.txt.wav,M019,Tim takes Sheila to see movies twice a week.,happy,2
M023_surprised_level_2_028.txt.wav,M023,No the man was not drunk he wondered how he got tied up with this stranger.,surprised,2
M031_angry_level_1_008.txt.wav,M031,Why do we need bigger and better bombs.,angry,1
M005_angry_level_3_008.txt.wav,M005,Why do we need bigger and better bombs.,angry,3
M034_disgusted_level_1_007.txt.wav,M034,Military personnel are expected to obey government orders.,disgusted,1
M005_disgusted_level_3_016.txt.wav,M005,How much and how many profits could a majority take out of the losses of a few.,disgusted,3
M027_disgusted_level_1_018.txt.wav,M027,Todd placed top priority on getting his bike fixed.,disgusted,1
M035_happy_level_2_013.txt.wav,M035,The oasis was a mirage.,happy,2
M026_neutral_level_1_005.txt.wav,M026,The moment of truth is the moment of crisis.,neutral,1
M023_sad_level_3_007.txt.wav,M023,He didn't figure her at all and if he found out a woman it'd be bad.,sad,3
W040_surprised_level_3_046.txt.wav,W040,The plaintiff in school desegregation cases.,surprised,3
W035_sad_level_3_023.txt.wav,W035,He stole a dime from a beggar.,sad,3
M023_disgusted_level_3_003.txt.wav,M023,You're not living up to your own principles she told my discouraged people.,disgusted,3
M009_contempt_level_1_006.txt.wav,M009,Only lawyers love millionaires.,contempt,1
W036_sad_level_2_030.txt.wav,W036,It is one of the rare public ventures here on which nearly everyone is agreed.,sad,2
M003_contempt_level_1_026.txt.wav,M003,His superiors had also preached this saying it was the way for eternal honor.,contempt,1
W018_fear_level_3_016.txt.wav,W018,Their props were two stepladders a chair and a palm fan.,fear,3
M025_contempt_level_2_007.txt.wav,M025,It's illegal to postdate a check.,contempt,2
W026_sad_level_1_030.txt.wav,W026,However the litter remained augmented by several dozen lunchroom suppers.,sad,1
W021_surprised_level_3_016.txt.wav,W021,I just saw Jim near the new archeological museum.,surprised,3
M030_sad_level_1_014.txt.wav,M030,He stole a dime from a beggar.,sad,1
M040_disgusted_level_2_009.txt.wav,M040,Will Robin wear a yellow lily.,disgusted,2
W023_happy_level_2_009.txt.wav,W023,Tim takes Sheila to see movies twice a week.,happy,2
M024_angry_level_3_003.txt.wav,M024,Will you tell me why.,angry,3
M013_fear_level_1_015.txt.wav,M013,Will Robin wear a yellow lily.,fear,1
M039_surprised_level_3_016.txt.wav,M039,I just saw Jim near the new archeological museum.,surprised,3
M026_happy_level_2_026.txt.wav,M026,His superiors had also preached this saying it was the way for eternal honor.,happy,2
M029_neutral_level_1_038.txt.wav,M029,No the man was not drunk he wondered how he got tied up with this stranger.,neutral,1
M040_sad_level_3_021.txt.wav,M040,They enjoy it when I audition.,sad,3
M012_fear_level_2_015.txt.wav,M012,Will Robin wear a yellow lily.,fear,2
M012_disgusted_level_1_012.txt.wav,M012,If people were more generous there would be no need for welfare.,disgusted,1
M024_angry_level_3_017.txt.wav,M024,Lot of people will roam the streets in costumes and masks and having a ball.,angry,3
W019_disgusted_level_1_019.txt.wav,W019,How much and how many profits could a majority take out of the losses of a few.,disgusted,1
M013_fear_level_1_001.txt.wav,M013,She had your dark suit in greasy wash water all year.,fear,1
M039_surprised_level_3_002.txt.wav,M039,Don't ask me to carry an oily rag like that.,surprised,3
W028_neutral_level_1_019.txt.wav,W028,Allow leeway here but rationalize all errors.,neutral,1
M005_surprised_level_2_029.txt.wav,M005,No price is too high when true love is at stake.,surprised,2
M005_neutral_level_1_040.txt.wav,M005,The revolution now under way in materials handling makes this much easier.,neutral,1
M012_fear_level_2_001.txt.wav,M012,She had your dark suit in greasy wash water all year.,fear,2
M040_sad_level_3_035.txt.wav,M040,But the ships are very slow now and we don't get so many sailors any more.,sad,3
M030_disgusted_level_3_008.txt.wav,M030,Will Robin wear a yellow lily.,disgusted,3
M012_disgusted_level_1_006.txt.wav,M012,Young children should avoid exposure to contagious diseases.,disgusted,1
M009_contempt_level_1_012.txt.wav,M009,Family loyalties and cooperative work have been unbroken for generations.,contempt,1
M023_disgusted_level_3_017.txt.wav,M023,Does society really exist as an entity over and above the agglomeration of men.,disgusted,3
W011_happy_level_2_023.txt.wav,W011,It was not whatever tale was told by tails.,happy,2
W036_sad_level_2_024.txt.wav,W036,However the litter remained augmented by several dozen lunchroom suppers.,sad,2
W018_fear_level_3_002.txt.wav,W018,Don't ask me to carry an oily rag like that.,fear,3
M022_angry_level_1_029.txt.wav,M022,The revolution now under way in materials handling makes this much easier.,angry,1
M025_contempt_level_2_013.txt.wav,M025,Withdraw only as much money as you need.,contempt,2
M040_contempt_level_2_043.txt.wav,M040,Land based radar would help with this task.,contempt,2
W014_disgusted_level_2_023.txt.wav,W014,His superiors had also preached this saying it was the way for eternal honor.,disgusted,2
W021_surprised_level_3_002.txt.wav,W021,Don't ask me to carry an oily rag like that.,surprised,3
M005_disgusted_level_3_002.txt.wav,M005,The small boy put the worm on the hook.,disgusted,3
W023_surprised_level_2_058.txt.wav,W023,The revolution now under way in materials handling makes this much easier.,surprised,2
M029_angry_level_3_009.txt.wav,M029,Nuclear rockets can destroy airfields with ease.,angry,3
M030_surprised_level_2_023.txt.wav,M030,I'll have a scoop of that exotic purple and turquoise sherbet.,surprised,2
M035_happy_level_2_007.txt.wav,M035,They used an aggressive policeman to flag thoughtless motorists.,happy,2
M023_sad_level_3_013.txt.wav,M023,John cleans shellfish for a living.,sad,3
M026_neutral_level_1_011.txt.wav,M026,Greg buys fresh milk each weekday morning.,neutral,1
W026_contempt_level_3_007.txt.wav,W026,Are your grades higher or lower than Nancy's.,contempt,3
M011_sad_level_3_009.txt.wav,M011,She drank greedily and murmured thank you as he lowered her head.,sad,3
W035_happy_level_1_041.txt.wav,W035,One even gave my little dog a biscuit.,happy,1
M003_angry_level_1_022.txt.wav,M003,One even gave my little dog a biscuit.,angry,1
W040_surprised_level_3_052.txt.wav,W040,It was not whatever tale was told by tails.,surprised,3
W018_angry_level_1_026.txt.wav,W018,It was not whatever tale was told by tails.,angry,1
W035_sad_level_3_037.txt.wav,W035,No manufacturer has taken the initiative in pointing out the costs involved.,sad,3
W014_surprised_level_3_008.txt.wav,W014,While waiting for Chipper she crisscrossed the square many times.,surprised,3
M037_neutral_level_1_033.txt.wav,M037,Keep your seats boys I just want to put some finishing touches on this thing.,neutral,1
W028_surprised_level_2_023.txt.wav,W028,The clumsy customer spilled some expensive perfume.,surprised,2
M005_sad_level_1_023.txt.wav,M005,I'll have a scoop of that exotic purple and turquoise sherbet.,sad,1
M019_happy_level_2_012.txt.wav,M019,Project development was proceeding too slowly.,happy,2
M029_fear_level_3_009.txt.wav,M029,His shoulder felt as if it were broken.,fear,3
M034_disgusted_level_1_013.txt.wav,M034,If the farm is rented the rent must be paid.,disgusted,1
M028_sad_level_1_015.txt.wav,M028,Jeff thought you argued in favor of a centrifuge purchase.,sad,1
M032_happy_level_3_018.txt.wav,M032,He would not carry a brief case.,happy,3
M037_disgusted_level_2_009.txt.wav,M037,Will Robin wear a yellow lily.,disgusted,2
M041_happy_level_2_058.txt.wav,M041,The revolution now under way in materials handling makes this much easier.,happy,2
W024_neutral_level_1_042.txt.wav,W024,Call an ambulance for medical assistance.,neutral,1
M028_contempt_level_1_015.txt.wav,M028,No one material is best for all situations.,contempt,1
M027_contempt_level_2_024.txt.wav,M027,The plaintiff in school desegregation cases.,contempt,2
M034_happy_level_1_026.txt.wav,M034,His superiors had also preached this saying it was the way for eternal honor.,happy,1
W026_surprised_level_2_003.txt.wav,W026,Will you tell me why.,surprised,2
W026_fear_level_1_057.txt.wav,W026,No price is too high when true love is at stake.,fear,1
M024_disgusted_level_2_016.txt.wav,M024,How much and how many profits could a majority take out of the losses of a few.,disgusted,2
W018_sad_level_3_001.txt.wav,W018,She had your dark suit in greasy wash water all year.,sad,3
W019_angry_level_2_007.txt.wav,W019,Why else would Danny allow others to go.,angry,2
W029_sad_level_2_008.txt.wav,W029,The diagnosis was discouraging however he was not overly worried.,sad,2
M023_angry_level_2_008.txt.wav,M023,Why do we need bigger and better bombs.,angry,2
W024_happy_level_3_002.txt.wav,W024,Don't ask me to carry an oily rag like that.,happy,3
M033_contempt_level_2_028.txt.wav,M033,He ate four extra eggs for breakfast.,contempt,2
M039_contempt_level_2_008.txt.wav,M039,This was easy for us.,contempt,2
W036_contempt_level_1_047.txt.wav,W036,No price is too high when true love is at stake.,contempt,1
M005_fear_level_3_015.txt.wav,M005,The pulsing glow of a cigarette.,fear,3
W009_fear_level_3_023.txt.wav,W009,I'll have a scoop of that exotic purple and turquoise sherbet.,fear,3
M037_surprised_level_3_022.txt.wav,M037,I'd ride the subway but I haven't enough change.,surprised,3
W016_neutral_level_1_031.txt.wav,W016,Todd placed top priority on getting his bike fixed.,neutral,1
M003_fear_level_2_020.txt.wav,M003,We will achieve a more vivid sense of what it is by realizing what it is not.,fear,2
W037_surprised_level_3_046.txt.wav,W037,The plaintiff in school desegregation cases.,surprised,3
M027_happy_level_1_013.txt.wav,M027,The oasis was a mirage.,happy,1
W040_sad_level_3_049.txt.wav,W040,The plaintiff in school desegregation cases.,sad,3
W014_angry_level_2_019.txt.wav,W014,Then he would realize they were really things that only he himself could think.,angry,2
M013_happy_level_3_013.txt.wav,M013,The oasis was a mirage.,happy,3
W026_disgusted_level_3_028.txt.wav,W026,How much and how many profits could a majority take out of the losses of a few.,disgusted,3
W024_sad_level_3_042.txt.wav,W024,His superiors had also preached this saying it was the way for eternal honor.,sad,3
M011_disgusted_level_2_008.txt.wav,M011,Basketball can be an entertaining sport.,disgusted,2
W016_neutral_level_1_025.txt.wav,W016,The carpet cleaners shampooed our oriental rug.,neutral,1
M009_sad_level_3_008.txt.wav,M009,There would still be plenty of moments of regret and sadness and guilty relief.,sad,3
M011_angry_level_2_022.txt.wav,M011,I'll have a scoop of that exotic purple and turquoise sherbet.,angry,2
W016_happy_level_3_028.txt.wav,W016,No the man was not drunk he wondered how he got tied up with this stranger.,happy,3
W037_surprised_level_3_052.txt.wav,W037,It was not whatever tale was told by tails.,surprised,3
M027_happy_level_1_007.txt.wav,M027,They used an aggressive policeman to flag thoughtless motorists.,happy,1
M013_happy_level_3_007.txt.wav,M013,They used an aggressive policeman to flag thoughtless motorists.,happy,3
W009_disgusted_level_2_008.txt.wav,W009,Basketball can be an entertaining sport.,disgusted,2
W038_angry_level_2_018.txt.wav,W038,Cory and Trish played tag with beach balls for hours.,angry,2
M005_fear_level_3_001.txt.wav,M005,Call an ambulance for medical assistance.,fear,3
W026_angry_level_2_033.txt.wav,W026,Lot of people will roam the streets in costumes and masks and having a ball.,angry,2
M040_neutral_level_1_014.txt.wav,M040,Calcium makes bones and teeth strong.,neutral,1
M028_contempt_level_1_001.txt.wav,M028,She had your dark suit in greasy wash water all year.,contempt,1
M022_contempt_level_1_021.txt.wav,M022,One even gave my little dog a biscuit.,contempt,1
M027_contempt_level_2_030.txt.wav,M027,The revolution now under way in materials handling makes this much easier.,contempt,2
W026_surprised_level_2_017.txt.wav,W026,I took her word for it but is she really going with you.,surprised,2
W019_neutral_level_1_018.txt.wav,W019,He ripped down the cellophane carefully and laid three dogs on the tin foil.,neutral,1
W038_surprised_level_1_032.txt.wav,W038,Lighted windows glowed jewel bright through the downpour.,surprised,1
W011_fear_level_2_021.txt.wav,W011,Todd placed top priority on getting his bike fixed.,fear,2
M024_disgusted_level_2_002.txt.wav,M024,The small boy put the worm on the hook.,disgusted,2
W040_fear_level_2_048.txt.wav,W040,His superiors had also preached this saying it was the way for eternal honor.,fear,2
W018_sad_level_3_015.txt.wav,W018,Jeff thought you argued in favor of a centrifuge purchase.,sad,3
W019_angry_level_2_013.txt.wav,W019,Withdraw all phony accusations at once.,angry,2
M011_surprised_level_3_023.txt.wav,M011,I'll have a scoop of that exotic purple and turquoise sherbet.,surprised,3
M028_sad_level_1_001.txt.wav,M028,She had your dark suit in greasy wash water all year.,sad,1
W037_sad_level_1_051.txt.wav,W037,It was not whatever tale was told by tails.,sad,1
W029_happy_level_3_008.txt.wav,W029,The eastern coast is a place for pure pleasure and excitement.,happy,3
M030_angry_level_2_029.txt.wav,M030,The revolution now under way in materials handling makes this much easier.,angry,2
W035_surprised_level_2_008.txt.wav,W035,His shoulder felt as if it were broken.,surprised,2
W009_surprised_level_3_023.txt.wav,W009,I'll have a scoop of that exotic purple and turquoise sherbet.,surprised,3
W024_neutral_level_1_056.txt.wav,W024,Those musicians harmonize marvelously.,neutral,1
M027_contempt_level_2_018.txt.wav,M027,Can your insurance company aid you in reducing administrative costs.,contempt,2
M022_contempt_level_1_009.txt.wav,M022,His failure to open the store by eight cost him his job.,contempt,1
W019_contempt_level_3_010.txt.wav,W019,Let us differentiate a few of these ideas.,contempt,3
W040_angry_level_1_050.txt.wav,W040,It was not whatever tale was told by tails.,angry,1
M028_contempt_level_1_029.txt.wav,M028,No price is too high when true love is at stake.,contempt,1
M042_happy_level_3_033.txt.wav,M042,His artistic accomplishments guaranteed him entry into any social gathering.,happy,3
W033_fear_level_1_017.txt.wav,W033,The fish began to leap frantically on the surface of the small lake.,fear,1
W011_fear_level_2_009.txt.wav,W011,His shoulder felt as if it were broken.,fear,2
W019_neutral_level_1_030.txt.wav,W019,The eastern coast is a place for pure pleasure and excitement.,neutral,1
M040_angry_level_2_016.txt.wav,M040,Nuclear rockets can destroy airfields with ease.,angry,2
M033_surprised_level_1_005.txt.wav,M033,His shoulder felt as if it were broken.,surprised,1
M032_happy_level_3_024.txt.wav,M032,Land based radar would help with this task.,happy,3
M028_sad_level_1_029.txt.wav,M028,No price is too high when true love is at stake.,sad,1
W029_happy_level_3_020.txt.wav,W029,That noise problem grows more annoying each day.,happy,3
M037_disgusted_level_2_035.txt.wav,M037,One even gave my little dog a biscuit.,disgusted,2
M029_disgusted_level_1_010.txt.wav,M029,Military personnel are expected to obey government orders.,disgusted,1
M030_angry_level_2_001.txt.wav,M030,She had your dark suit in greasy wash water all year.,angry,2
M009_neutral_level_1_027.txt.wav,M009,The prospect of cutting back spending is an unpleasant one for any governor.,neutral,1
M024_surprised_level_3_001.txt.wav,M024,She had your dark suit in greasy wash water all year.,surprised,3
W038_fear_level_1_048.txt.wav,W038,His superiors had also preached this saying it was the way for eternal honor.,fear,1
M009_sad_level_3_020.txt.wav,M009,No manufacturer has taken the initiative in pointing out the costs involved.,sad,3
M011_disgusted_level_2_020.txt.wav,M011,I'll have a scoop of that exotic purple and turquoise sherbet.,disgusted,2
W014_angry_level_2_025.txt.wav,W014,His superiors had also preached this saying it was the way for eternal honor.,angry,2
W009_disgusted_level_2_020.txt.wav,W009,I'll have a scoop of that exotic purple and turquoise sherbet.,disgusted,2
M039_contempt_level_2_034.txt.wav,M039,Can your insurance company aid you in reducing administrative costs.,contempt,2
M033_contempt_level_2_014.txt.wav,M033,The way is to rent a chauffeur driven car.,contempt,2
W038_angry_level_2_024.txt.wav,W038,Withdraw all phony accusations at once.,angry,2
M023_angry_level_2_020.txt.wav,M023,Todd placed top priority on getting his bike fixed.,angry,2
W029_sad_level_2_020.txt.wav,W029,Before Thursday's exam review every formula.,sad,2
M026_fear_level_3_023.txt.wav,M026,I'll have a scoop of that exotic purple and turquoise sherbet.,fear,3
M041_contempt_level_3_036.txt.wav,M041,Todd placed top priority on getting his bike fixed.,contempt,3
M039_contempt_level_2_020.txt.wav,M039,Family loyalties and cooperative work have been unbroken for generations.,contempt,2
